        Nckt,       Ntube,        Nmod,      tRi(C),      tRo(C),    pRi(kPa),    pRo(kPa),  hRi(kJ/kg),  hRo(kJ/kg),         xRi,         xRo,      tAi(C),      tAo(C),        rhAi,        rhAo, hci(kW/m2K), hco(kW/m2K),   mu(uPa-s),     k(W/mK),  cp(kJ/kgK),  rho(kg/m3),       ReVap,       ReLiq,  QmodTot(W), QmodSens(W),  QmodLat(W),  MassLiq(g),  MassVap(g),     Mass(g),      DryWet,mdotR(kg/hr), mdotA(kg/s),
  3,  4,  3,     9.961,     9.958,   680.176,   680.099,   321.668,   323.737,     0.558,     0.569,    17.120,    14.494,     0.376,     0.445,     3.145,     0.066,     0.000,     0.000,     0.000,    50.175, 26741.176,  1205.209,    -5.898,    -5.898,     0.000,     0.562,     0.062,     0.624,     3.000,    10.263,     0.002,
  3,  4,  4,     9.958,     9.954,   680.099,   680.020,   323.737,   325.724,     0.569,     0.579,    16.836,    14.313,     0.382,     0.448,     3.136,     0.066,     0.000,     0.000,     0.000,    49.302, 27231.301,  1175.283,    -5.664,    -5.664,     0.000,     0.552,     0.063,     0.615,     3.000,    10.263,     0.002,
  3,  4,  5,     9.954,     9.950,   680.020,   679.940,   325.724,   327.722,     0.579,     0.589,    16.873,    14.337,     0.381,     0.447,     3.126,     0.066,     0.000,     0.000,     0.000,    48.473, 27712.863,  1145.881,    -5.695,    -5.695,     0.000,     0.543,     0.063,     0.606,     3.000,    10.263,     0.002,
  3,  4,  6,     9.950,     9.946,   679.940,   679.858,   327.722,   329.761,     0.589,     0.600,    17.016,    14.427,     0.378,     0.445,     3.115,     0.066,     0.000,     0.000,     0.000,    47.662, 28200.750,  1116.098,    -5.813,    -5.813,     0.000,     0.534,     0.063,     0.597,     3.000,    10.263,     0.002,
  3,  4,  7,     9.946,     9.941,   679.858,   679.774,   329.761,   331.819,     0.600,     0.610,    17.082,    14.470,     0.376,     0.444,     3.101,     0.066,     0.000,     0.000,     0.000,    46.865, 28695.916,  1085.875,    -5.867,    -5.867,     0.000,     0.525,     0.063,     0.588,     3.000,    10.263,     0.002,
  3,  4,  8,     9.941,     9.937,   679.774,   679.689,   331.819,   333.900,     0.610,     0.621,    17.164,    14.522,     0.374,     0.443,     3.086,     0.066,     0.000,     0.000,     0.000,    46.086, 29196.182,  1055.347,    -5.933,    -5.933,     0.000,     0.515,     0.063,     0.579,     3.000,    10.263,     0.002,
  3,  4,  9,     9.937,     9.933,   679.689,   679.602,   333.900,   336.011,     0.621,     0.631,    17.272,    14.591,     0.372,     0.441,     3.068,     0.066,     0.000,     0.000,     0.000,    45.324, 29702.943,  1024.426,    -6.020,    -6.020,     0.000,     0.506,     0.064,     0.570,     3.000,    10.263,     0.002,
  3,  4, 10,     9.933,     9.925,   679.602,   679.441,   336.011,   338.167,     0.631,     0.642,    17.430,    14.693,     0.368,     0.438,     3.049,     0.066,     0.000,     0.000,     0.000,    44.570, 30219.248,   992.923,    -6.147,    -6.147,     0.000,     0.699,     0.090,     0.788,     3.000,    10.263,     0.002,
  3,  5,  1,     9.925,     9.920,   679.441,   679.350,   338.167,   340.375,     0.642,     0.654,    17.611,    14.808,     0.364,     0.434,     3.027,     0.066,     0.000,     0.000,     0.000,    43.824, 30747.213,   960.716,    -6.295,    -6.295,     0.000,     0.488,     0.064,     0.552,     3.000,    10.263,     0.002,
  3,  5,  2,     9.920,     9.916,   679.350,   679.258,   340.375,   342.638,     0.654,     0.665,    17.806,    14.934,     0.360,     0.432,     3.002,     0.066,     0.000,     0.000,     0.000,    43.088, 31287.512,   927.770,    -6.450,    -6.450,     0.000,     0.478,     0.064,     0.542,     3.000,    10.263,     0.002,
  3,  5,  3,     9.916,     9.911,   679.258,   679.163,   342.638,   344.937,     0.665,     0.677,    17.942,    15.023,     0.358,     0.431,     2.975,     0.066,     0.000,     0.000,     0.000,    42.362, 31838.859,   894.158,    -6.555,    -6.555,     0.000,     0.469,     0.064,     0.533,     3.000,    10.263,     0.002,
  3,  5,  4,     9.911,     9.906,   679.163,   679.067,   344.937,   347.133,     0.677,     0.688,    17.590,    14.802,     0.365,     0.435,     2.945,     0.066,     0.000,     0.000,     0.000,    41.669, 32382.215,   861.043,    -6.261,    -6.261,     0.000,     0.459,     0.065,     0.524,     3.000,    10.263,     0.002,
  3,  5,  5,     9.906,     9.901,   679.067,   678.970,   347.133,   349.320,     0.688,     0.699,    17.567,    14.791,     0.365,     0.436,     2.915,     0.066,     0.000,     0.000,     0.000,    41.015, 32912.047,   828.758,    -6.235,    -6.235,     0.000,     0.450,     0.065,     0.515,     3.000,    10.263,     0.002,
  3,  5,  6,     9.901,     9.896,   678.970,   678.871,   349.320,   351.504,     0.699,     0.710,    17.565,    14.793,     0.366,     0.436,     2.881,     0.066,     0.000,     0.000,     0.000,    40.383, 33440.414,   796.569,    -6.225,    -6.225,     0.000,     0.442,     0.065,     0.507,     3.000,    10.263,     0.002,
  3,  5,  7,     9.896,     9.891,   678.871,   678.770,   351.504,   353.688,     0.710,     0.721,    17.580,    14.807,     0.365,     0.436,     2.846,     0.066,     0.000,     0.000,     0.000,    39.770, 33968.531,   764.405,    -6.228,    -6.228,     0.000,     0.433,     0.065,     0.498,     3.000,    10.263,     0.002,
  3,  5,  8,     9.891,     9.886,   678.770,   678.668,   353.688,   355.965,     0.721,     0.733,    17.917,    15.027,     0.359,     0.431,     2.807,     0.066,     0.000,     0.000,     0.000,    39.163, 34507.906,   731.562,    -6.490,    -6.490,     0.000,     0.424,     0.065,     0.489,     3.000,    10.263,     0.002,
  3,  5,  9,     9.886,     9.881,   678.668,   678.564,   355.965,   358.194,     0.733,     0.744,    17.764,    14.935,     0.362,     0.433,     2.765,     0.066,     0.000,     0.000,     0.000,    38.567, 35052.586,   698.410,    -6.354,    -6.354,     0.000,     0.415,     0.066,     0.480,     3.000,    10.263,     0.002,
  3,  5, 10,     9.881,     9.872,   678.564,   678.378,   358.194,   360.352,     0.744,     0.755,    17.531,    14.791,     0.367,     0.436,     2.721,     0.066,     0.000,     0.000,     0.000,    38.002, 35583.496,   666.109,    -6.152,    -6.152,     0.000,     0.571,     0.092,     0.663,     3.000,    10.263,     0.002,
  3,  6,  1,     9.872,     9.866,   678.378,   678.270,   360.352,   363.210,     0.755,     0.770,    20.034,    16.406,     0.319,     0.399,     2.668,     0.066,     0.000,     0.000,     0.000,    37.378, 36190.656,   629.158,    -8.148,    -8.148,     0.000,     0.396,     0.066,     0.462,     3.000,    10.263,     0.002,
  3,  6,  2,     9.866,     9.861,   678.270,   678.159,   363.210,   366.043,     0.770,     0.784,    19.988,    16.391,     0.319,     0.400,     2.602,     0.066,     0.000,     0.000,     0.000,    36.696, 36878.484,   587.338,    -8.078,    -8.078,     0.000,     0.385,     0.066,     0.451,     3.000,    10.263,     0.002,
  3,  6,  3,     9.861,     9.855,   678.159,   678.047,   366.043,   368.842,     0.784,     0.798,    19.909,    16.356,     0.321,     0.401,     2.532,     0.066,     0.000,     0.000,     0.000,    36.045, 37559.199,   545.971,    -7.979,    -7.979,     0.000,     0.373,     0.066,     0.440,     3.000,    10.263,     0.002,
  3,  6,  4,     9.855,     9.850,   678.047,   677.934,   368.842,   371.560,     0.798,     0.812,    19.672,    16.221,     0.325,     0.403,     2.457,     0.066,     0.000,     0.000,     0.000,    35.428, 38226.000,   505.476,    -7.750,    -7.750,     0.000,     0.362,     0.067,     0.429,     3.000,    10.263,     0.002,
  3,  6,  5,     9.850,     9.844,   677.934,   677.821,   371.560,   374.101,     0.812,     0.825,    19.081,    15.856,     0.336,     0.411,     2.380,     0.066,     0.000,     0.000,     0.000,    34.859, 38861.566,   466.911,    -7.242,    -7.242,     0.000,     0.351,     0.067,     0.418,     3.000,    10.263,     0.002,
  3,  6,  6,     9.844,     9.838,   677.821,   677.707,   374.101,   376.504,     0.825,     0.837,    18.639,    15.587,     0.345,     0.418,     2.302,     0.066,     0.000,     0.000,     0.000,    34.340, 39459.207,   430.676,    -6.852,    -6.852,     0.000,     0.341,     0.067,     0.408,     3.000,    10.263,     0.002,
  3,  6,  7,     9.838,     9.832,   677.707,   677.592,   376.504,   378.825,     0.837,     0.849,    18.394,    15.448,     0.350,     0.421,     2.221,     0.066,     0.000,     0.000,     0.000,    33.858, 40030.492,   396.066,    -6.617,    -6.617,     0.000,     0.331,     0.067,     0.399,     3.000,    10.263,     0.002,
  3,  6,  8,     9.832,     9.827,   677.592,   677.477,   378.825,   381.088,     0.849,     0.861,    18.244,    15.371,     0.353,     0.423,     2.138,     0.066,     0.000,     0.000,     0.000,    33.403, 40584.895,   362.512,    -6.452,    -6.452,     0.000,     0.321,     0.068,     0.389,     3.000,    10.263,     0.002,
  3,  6,  9,     9.827,     9.821,   677.477,   677.361,   381.088,   383.305,     0.861,     0.872,    18.141,    15.327,     0.355,     0.424,     2.050,     0.066,     0.000,     0.000,     0.000,    32.970, 41126.684,   329.759,    -6.319,    -6.319,     0.000,     0.311,     0.068,     0.379,     3.000,    10.263,     0.002,
  3,  6, 10,     9.821,     9.811,   677.361,   677.160,   383.305,   385.479,     0.872,     0.883,    18.064,    15.304,     0.357,     0.425,     1.957,     0.066,     0.000,     0.000,     0.000,    32.553, 41658.355,   297.678,    -6.199,    -6.199,     0.000,     0.424,     0.096,     0.519,     3.000,    10.263,     0.002,
  4,  1,  1,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.606,     0.066,     0.000,     0.000,     0.000,   248.177,  4958.993,  2536.889,     0.000,    -4.983,     4.983,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  4,  1,  2,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.676,     0.066,     0.000,     0.000,     0.000,   248.177,  5390.337,  2510.506,     0.000,    -5.209,     5.209,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  4,  1,  3,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.746,     0.066,     0.000,     0.000,     0.000,   248.177,  5838.541,  2483.093,     0.000,    -5.381,     5.381,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  4,  1,  4,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.812,     0.066,     0.000,     0.000,     0.000,   248.177,  6285.802,  2455.737,     0.000,    -5.184,     5.184,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  4,  1,  5,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.875,     0.066,     0.000,     0.000,     0.000,   248.177,  6726.214,  2428.800,     0.000,    -5.221,     5.221,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  4,  1,  6,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.936,     0.066,     0.000,     0.000,     0.000,   248.177,  7173.066,  2401.470,     0.000,    -5.336,     5.336,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  4,  1,  7,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     1.996,     0.066,     0.000,     0.000,     0.000,   248.177,  7627.006,  2373.707,     0.000,    -5.388,     5.388,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  4,  1,  8,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     2.054,     0.066,     0.000,     0.000,     0.000,   248.177,  8085.404,  2345.667,     0.000,    -5.442,     5.442,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  4,  1,  9,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     2.111,     0.066,     0.000,     0.000,     0.000,   248.177,  8548.466,  2317.345,     0.000,    -5.498,     5.498,     1.550,     0.040,     1.590,     3.000,    10.263,     0.002,
  4,  1, 10,    10.611,    10.611,   693.756,   693.756,   231.614,   231.614,     0.097,     0.097,    25.443,    25.443,     0.226,     0.226,     2.166,     0.066,     0.000,     0.000,     0.000,   248.177,  9016.683,  2288.696,     0.000,    -5.559,     5.559,     2.179,     0.057,     2.235,     3.000,    10.263,     0.002,
  4,  2,  1,    10.034,    10.033,   681.666,   681.642,   250.276,   252.735,     0.195,     0.208,    19.096,    15.973,     0.337,     0.411,     2.227,     0.066,     0.000,     0.000,     0.000,   131.331,  9548.645,  2256.149,    -7.013,    -7.013,     0.000,     1.123,     0.049,     1.172,     3.000,    10.263,     0.002,
  4,  2,  2,    10.033,    10.032,   681.642,   681.616,   252.735,   255.206,     0.208,     0.220,    19.082,    15.945,     0.338,     0.411,     2.292,     0.066,     0.000,     0.000,     0.000,   124.384, 10143.665,  2219.762,    -7.045,    -7.045,     0.000,     1.088,     0.050,     1.139,     3.000,    10.263,     0.002,
  4,  2,  3,    10.032,    10.031,   681.616,   681.589,   255.206,   257.675,     0.220,     0.233,    19.022,    15.888,     0.339,     0.412,     2.354,     0.066,     0.000,     0.000,     0.000,   118.124, 10739.741,  2183.311,    -7.037,    -7.037,     0.000,     1.056,     0.051,     1.107,     3.000,    10.263,     0.002,
  4,  2,  4,    10.031,    10.029,   681.589,   681.561,   257.675,   260.080,     0.233,     0.245,    18.747,    15.694,     0.344,     0.416,     2.413,     0.066,     0.000,     0.000,     0.000,   112.532, 11327.882,  2147.344,    -6.856,    -6.856,     0.000,     1.026,     0.052,     1.077,     3.000,    10.263,     0.002,
  4,  2,  5,    10.029,    10.028,   681.561,   681.531,   260.080,   262.344,     0.245,     0.256,    18.202,    15.327,     0.354,     0.424,     2.468,     0.066,     0.000,     0.000,     0.000,   107.646, 11891.458,  2112.880,    -6.456,    -6.456,     0.000,     0.998,     0.052,     1.051,     3.000,    10.263,     0.002,
  4,  2,  6,    10.028,    10.026,   681.531,   681.500,   262.344,   264.521,     0.256,     0.268,    17.853,    15.090,     0.361,     0.430,     2.518,     0.066,     0.000,     0.000,     0.000,   103.379, 12427.464,  2080.101,    -6.205,    -6.205,     0.000,     0.973,     0.053,     1.026,     3.000,    10.263,     0.002,
  4,  2,  7,    10.026,    10.025,   681.500,   681.468,   264.521,   266.655,     0.268,     0.278,    17.674,    14.964,     0.364,     0.433,     2.564,     0.066,     0.000,     0.000,     0.000,    99.549, 12947.752,  2048.283,    -6.084,    -6.084,     0.000,     0.951,     0.053,     1.004,     3.000,    10.263,     0.002,
  4,  2,  8,    10.025,    10.023,   681.468,   681.434,   266.655,   268.771,     0.278,     0.289,    17.585,    14.898,     0.366,     0.434,     2.609,     0.066,     0.000,     0.000,     0.000,    96.041, 13460.806,  2016.906,    -6.034,    -6.034,     0.000,     0.929,     0.054,     0.983,     3.000,    10.263,     0.002,
  4,  2,  9,    10.023,    10.021,   681.434,   681.398,   268.771,   270.885,     0.289,     0.300,    17.551,    14.868,     0.367,     0.435,     2.652,     0.066,     0.000,     0.000,     0.000,    92.787, 13971.425,  1985.677,    -6.026,    -6.026,     0.000,     0.908,     0.054,     0.963,     3.000,    10.263,     0.002,
  4,  2, 10,    10.021,    10.018,   681.398,   681.323,   270.885,   273.010,     0.300,     0.311,    17.569,    14.871,     0.367,     0.435,     2.693,     0.066,     0.000,     0.000,     0.000,    89.737, 14483.370,  1954.355,    -6.059,    -6.059,     0.000,     1.249,     0.077,     1.326,     3.000,    10.263,     0.002,
  4,  3,  1,    10.018,    10.016,   681.323,   681.285,   273.010,   275.062,     0.311,     0.321,    17.287,    14.682,     0.372,     0.439,     2.732,     0.066,     0.000,     0.000,     0.000,    86.918, 14987.902,  1923.486,    -5.850,    -5.850,     0.000,     0.870,     0.055,     0.925,     3.000,    10.263,     0.002,
  4,  3,  2,    10.016,    10.014,   681.285,   681.245,   275.062,   277.110,     0.321,     0.332,    17.252,    14.653,     0.373,     0.440,     2.770,     0.066,     0.000,     0.000,     0.000,    84.323, 15482.798,  1893.221,    -5.838,    -5.838,     0.000,     0.852,     0.056,     0.908,     3.000,    10.263,     0.002,
  4,  3,  3,    10.014,    10.012,   681.245,   681.204,   277.110,   279.155,     0.332,     0.342,    17.224,    14.628,     0.374,     0.441,     2.806,     0.066,     0.000,     0.000,     0.000,    81.882, 15976.869,  1863.008,    -5.830,    -5.830,     0.000,     0.835,     0.056,     0.891,     3.000,    10.263,     0.002,
  4,  3,  4,    10.012,    10.010,   681.204,   681.161,   279.155,   281.198,     0.342,     0.352,    17.201,    14.607,     0.374,     0.441,     2.841,     0.066,     0.000,     0.000,     0.000,    79.581, 16470.389,  1832.828,    -5.825,    -5.825,     0.000,     0.818,     0.056,     0.875,     3.000,    10.263,     0.002,
  4,  3,  5,    10.010,    10.008,   681.161,   681.117,   281.198,   283.240,     0.352,     0.363,    17.181,    14.589,     0.375,     0.442,     2.875,     0.066,     0.000,     0.000,     0.000,    77.406, 16963.623,  1802.670,    -5.822,    -5.822,     0.000,     0.802,     0.057,     0.859,     3.000,    10.263,     0.002,
  4,  3,  6,    10.008,    10.006,   681.117,   681.071,   283.240,   285.283,     0.363,     0.373,    17.168,    14.574,     0.375,     0.443,     2.907,     0.066,     0.000,     0.000,     0.000,    75.346, 17456.844,  1772.511,    -5.824,    -5.824,     0.000,     0.787,     0.057,     0.844,     3.000,    10.263,     0.002,
  4,  3,  7,    10.006,    10.004,   681.071,   681.023,   285.283,   287.327,     0.373,     0.384,    17.158,    14.562,     0.376,     0.443,     2.939,     0.066,     0.000,     0.000,     0.000,    73.393, 17950.336,  1742.338,    -5.828,    -5.828,     0.000,     0.772,     0.058,     0.830,     3.000,    10.263,     0.002,
  4,  3,  8,    10.004,    10.001,   681.023,   680.974,   287.327,   289.374,     0.384,     0.394,    17.151,    14.553,     0.376,     0.443,     2.969,     0.066,     0.000,     0.000,     0.000,    71.535, 18444.285,  1712.138,    -5.834,    -5.834,     0.000,     0.758,     0.058,     0.815,     3.000,    10.263,     0.002,
  4,  3,  9,    10.001,     9.999,   680.974,   680.924,   289.374,   291.423,     0.394,     0.404,    17.147,    14.545,     0.376,     0.444,     2.998,     0.066,     0.000,     0.000,     0.000,    69.767, 18938.875,  1681.899,    -5.843,    -5.843,     0.000,     0.743,     0.058,     0.802,     3.000,    10.263,     0.002,
  4,  3, 10,     9.999,     9.994,   680.924,   680.822,   291.423,   293.476,     0.404,     0.415,    17.146,    14.540,     0.376,     0.444,     3.026,     0.066,     0.000,     0.000,     0.000,    68.078, 19434.619,  1651.573,    -5.853,    -5.853,     0.000,     1.026,     0.082,     1.108,     3.000,    10.263,     0.002,
  4,  4,  1,     9.994,     9.991,   680.822,   680.765,   293.476,   296.690,     0.415,     0.431,    21.154,    17.074,     0.302,     0.389,     3.061,     0.066,     0.000,     0.000,     0.000,    66.040, 20070.590,  1612.680,    -9.163,    -9.163,     0.000,     0.713,     0.059,     0.771,     3.000,    10.263,     0.002,
  4,  4,  2,     9.991,     9.988,   680.765,   680.705,   296.690,   299.994,     0.431,     0.448,    21.439,    17.244,     0.297,     0.385,     3.101,     0.066,     0.000,     0.000,     0.000,    63.671, 20857.381,  1564.603,    -9.419,    -9.419,     0.000,     0.692,     0.059,     0.752,     3.000,    10.263,     0.002,
  4,  4,  3,     9.988,     9.985,   680.705,   680.643,   299.994,   303.362,     0.448,     0.465,    21.636,    17.360,     0.293,     0.382,     3.140,     0.066,     0.000,     0.000,     0.000,    61.414, 21662.848,  1515.387,    -9.603,    -9.603,     0.000,     0.672,     0.060,     0.732,     3.000,    10.263,     0.002,
  4,  4,  4,     9.985,     9.982,   680.643,   680.577,   303.362,   306.649,     0.465,     0.482,    21.340,    17.168,     0.298,     0.386,     3.157,     0.066,     0.000,     0.000,     0.000,    59.316, 22466.506,  1466.291,    -9.369,    -9.369,     0.000,     0.653,     0.060,     0.713,     3.000,    10.263,     0.002,
  4,  4,  5,     9.982,     9.978,   680.577,   680.509,   306.649,   309.944,     0.482,     0.499,    21.362,    17.179,     0.298,     0.386,     3.163,     0.066,     0.000,     0.000,     0.000,    57.377, 23261.062,  1417.753,    -9.393,    -9.393,     0.000,     0.635,     0.061,     0.696,     3.000,    10.263,     0.002,
  4,  4,  6,     9.978,     9.975,   680.509,   680.438,   309.944,   313.276,     0.499,     0.516,    21.486,    17.256,     0.295,     0.384,     3.166,     0.066,     0.000,     0.000,     0.000,    55.548, 24061.182,  1368.879,    -9.500,    -9.500,     0.000,     0.617,     0.061,     0.678,     3.000,    10.263,     0.002,
  4,  4,  7,     9.975,     9.971,   680.438,   680.365,   313.276,   316.621,     0.516,     0.533,    21.528,    17.281,     0.295,     0.383,     3.164,     0.066,     0.000,     0.000,     0.000,    53.819, 24867.393,  1319.640,    -9.536,    -9.536,     0.000,     0.600,     0.061,     0.661,     3.000,    10.263,     0.002,
  4,  4,  8,     9.971,     9.967,   680.365,   680.288,   316.621,   319.980,     0.533,     0.550,    21.575,    17.311,     0.293,     0.382,     3.159,     0.066,     0.000,     0.000,     0.000,    52.188, 25676.842,  1270.211,    -9.576,    -9.576,     0.000,     0.583,     0.062,     0.645,     3.000,    10.263,     0.002,
  4,  4,  9,     9.967,     9.963,   680.288,   680.209,   319.980,   323.355,     0.550,     0.567,    21.633,    17.348,     0.292,     0.381,     3.149,     0.066,     0.000,     0.000,     0.000,    50.646, 26489.977,  1220.561,    -9.622,    -9.622,     0.000,     0.567,     0.062,     0.629,     3.000,    10.263,     0.002,
  4,  4, 10,     9.963,     9.956,   680.209,   680.060,   323.355,   326.752,     0.567,     0.584,    21.715,    17.401,     0.290,     0.379,     3.135,     0.066,     0.000,     0.000,     0.000,    49.180, 27308.264,  1170.594,    -9.686,    -9.686,     0.000,     0.774,     0.088,     0.862,     3.000,    10.263,     0.002,
  4,  5,  1,     9.956,     9.952,   680.060,   679.978,   326.752,   328.962,     0.584,     0.595,    17.610,    14.805,     0.364,     0.434,     3.120,     0.066,     0.000,     0.000,     0.000,    48.022, 27985.883,  1129.236,    -6.299,    -6.299,     0.000,     0.538,     0.063,     0.601,     3.000,    10.263,     0.002,
  4,  5,  2,     9.952,     9.947,   679.978,   679.894,   328.962,   331.227,     0.595,     0.607,    17.804,    14.928,     0.360,     0.432,     3.106,     0.066,     0.000,     0.000,     0.000,    47.141, 28526.594,  1096.231,    -6.458,    -6.458,     0.000,     0.528,     0.063,     0.591,     3.000,    10.263,     0.002,
  4,  5,  3,     9.947,     9.943,   679.894,   679.809,   331.227,   333.531,     0.607,     0.619,    17.940,    15.015,     0.358,     0.431,     3.089,     0.066,     0.000,     0.000,     0.000,    46.274, 29078.707,  1062.536,    -6.568,    -6.568,     0.000,     0.518,     0.063,     0.581,     3.000,    10.263,     0.002,
  4,  5,  4,     9.943,     9.939,   679.809,   679.722,   333.531,   335.732,     0.619,     0.630,    17.588,    14.793,     0.365,     0.436,     3.071,     0.066,     0.000,     0.000,     0.000,    45.449, 29623.102,  1029.320,    -6.275,    -6.275,     0.000,     0.508,     0.064,     0.571,     3.000,    10.263,     0.002,
  4,  5,  5,     9.939,     9.934,   679.722,   679.633,   335.732,   337.925,     0.630,     0.641,    17.564,    14.780,     0.366,     0.436,     3.051,     0.066,     0.000,     0.000,     0.000,    44.672, 30154.225,   996.916,    -6.253,    -6.253,     0.000,     0.498,     0.064,     0.562,     3.000,    10.263,     0.002,
  4,  5,  6,     9.934,     9.930,   679.633,   679.543,   337.925,   340.117,     0.641,     0.652,    17.562,    14.780,     0.366,     0.436,     3.029,     0.066,     0.000,     0.000,     0.000,    43.922, 30684.182,   964.590,    -6.248,    -6.248,     0.000,     0.489,     0.064,     0.553,     3.000,    10.263,     0.002,
  4,  5,  7,     9.930,     9.925,   679.543,   679.450,   340.117,   342.311,     0.652,     0.663,    17.576,    14.791,     0.366,     0.436,     3.005,     0.066,     0.000,     0.000,     0.000,    43.197, 31214.256,   932.264,    -6.255,    -6.255,     0.000,     0.480,     0.064,     0.544,     3.000,    10.263,     0.002,
  4,  5,  8,     9.925,     9.921,   679.450,   679.356,   342.311,   344.599,     0.663,     0.675,    17.912,    15.007,     0.359,     0.432,     2.979,     0.066,     0.000,     0.000,     0.000,    42.480, 31756.076,   899.226,    -6.524,    -6.524,     0.000,     0.470,     0.064,     0.535,     3.000,    10.263,     0.002,
  4,  5,  9,     9.921,     9.916,   679.356,   679.260,   344.599,   346.841,     0.675,     0.686,    17.759,    14.912,     0.362,     0.434,     2.950,     0.066,     0.000,     0.000,     0.000,    41.778, 32303.688,   865.845,    -6.392,    -6.392,     0.000,     0.461,     0.065,     0.525,     3.000,    10.263,     0.002,
  4,  5, 10,     9.916,     9.907,   679.260,   679.087,   346.841,   349.014,     0.686,     0.698,    17.524,    14.766,     0.367,     0.437,     2.919,     0.066,     0.000,     0.000,     0.000,    41.113, 32837.832,   833.290,    -6.193,    -6.193,     0.000,     0.635,     0.091,     0.726,     3.000,    10.263,     0.002,
  4,  6,  1,     9.907,     9.902,   679.087,   678.986,   349.014,   351.857,     0.698,     0.712,    19.880,    16.271,     0.321,     0.403,     2.881,     0.066,     0.000,     0.000,     0.000,    40.386, 33444.629,   796.305,    -8.104,    -8.104,     0.000,     0.442,     0.065,     0.507,     3.000,    10.263,     0.002,
  4,  6,  2,     9.902,     9.897,   678.986,   678.883,   351.857,   354.684,     0.712,     0.726,    19.849,    16.260,     0.322,     0.403,     2.834,     0.066,     0.000,     0.000,     0.000,    39.596, 34129.758,   754.574,    -8.061,    -8.061,     0.000,     0.430,     0.065,     0.495,     3.000,    10.263,     0.002,
  4,  6,  3,     9.897,     9.892,   678.883,   678.778,   354.684,   357.481,     0.726,     0.741,    19.770,    16.218,     0.324,     0.404,     2.784,     0.066,     0.000,     0.000,     0.000,    38.841, 34809.473,   713.189,    -7.976,    -7.976,     0.000,     0.419,     0.065,     0.484,     3.000,    10.263,     0.002,
  4,  6,  4,     9.892,     9.886,   678.778,   678.671,   357.481,   360.187,     0.741,     0.754,    19.473,    16.039,     0.329,     0.408,     2.730,     0.066,     0.000,     0.000,     0.000,    38.129, 35474.500,   672.714,    -7.713,    -7.713,     0.000,     0.408,     0.066,     0.474,     3.000,    10.263,     0.002,
  4,  6,  5,     9.886,     9.881,   678.671,   678.564,   360.187,   362.724,     0.754,     0.767,    18.904,    15.683,     0.340,     0.416,     2.675,     0.066,     0.000,     0.000,     0.000,    37.475, 36108.039,   634.173,    -7.232,    -7.232,     0.000,     0.397,     0.066,     0.463,     3.000,    10.263,     0.002,
  4,  6,  6,     9.881,     9.876,   678.564,   678.455,   362.724,   365.147,     0.767,     0.780,    18.528,    15.452,     0.347,     0.421,     2.619,     0.066,     0.000,     0.000,     0.000,    36.875, 36707.520,   597.719,    -6.907,    -6.907,     0.000,     0.387,     0.066,     0.454,     3.000,    10.263,     0.002,
  4,  6,  7,     9.876,     9.870,   678.455,   678.346,   365.147,   367.502,     0.780,     0.792,    18.317,    15.327,     0.352,     0.425,     2.560,     0.066,     0.000,     0.000,     0.000,    36.315, 37285.164,   562.608,    -6.715,    -6.715,     0.000,     0.378,     0.066,     0.444,     3.000,    10.263,     0.002,
  4,  6,  8,     9.870,     9.865,   678.346,   678.235,   367.502,   369.811,     0.792,     0.803,    18.185,    15.253,     0.354,     0.426,     2.500,     0.066,     0.000,     0.000,     0.000,    35.784, 37849.180,   528.343,    -6.584,    -6.584,     0.000,     0.368,     0.067,     0.435,     3.000,    10.263,     0.002,
